Province,City,Monitoring_Station,Latitude,Longitude,Date,Water_Temperature_C,pH,Dissolved_Oxygen_mg_L,Conductivity_uS_cm,Turbidity_NTU,Nitrate_mg_L,Nitrite_mg_L,Ammonia_N_mg_L,Total_Phosphorus_mg_L,Total_Nitrogen_mg_L,COD_mg_L,BOD_mg_L,Heavy_Metals_Pb_ug_L,Heavy_Metals_Cd_ug_L,Heavy_Metals_Hg_ug_L,Coliform_Count_CFU_100mL,Water_Quality_Index,Pollution_Level
Guangdong,Shenzhen,Shenzhen_Station_8,24.052476,116.884051,2023-12-17,16.98,6.63,6.87,628.72,0.04,1.29,0.019192905666818617,0.5253304499760793,0.10016105660000137,2.76,23.59,2.44,3.5025505843743807,0.3492927551269531,0.11013507843017578,99,88.41,Moderate
Zhejiang,Hangzhou,Hangzhou_Station_8,24.754275,117.764317,2023-04-15,19.33,6.95,8.61,501.3,0.17,0.87,0.01922121269434523,0.5163950707764274,0.10434247824036384,2.63,24.09,2.73,1.5566474747691679,0.3785667419433594,0.09055900573730469,86,82.18,Good
Hubei,Wuhan,Wuhan_Station_9,41.963327,106.251268,2023-02-25,22.0,6.7,9.28,464.82,2.8,2.13,0.021333463106262635,0.47187279210336047,0.1090944993239278,2.54,19.51,3.4,7.38044323068939,0.515472412109375,0.026430130004882812,118,84.87,Moderate
Jiangsu,Nanjing,Nanjing_Station_1,28.696995,124.121038,2023-07-24,14.7,6.88,5.96,391.37,2.48,2.37,0.01911284462319597,0.4368567833237063,0.10203280463562286,3.11,21.93,4.34,2.418446600856483,0.664337158203125,0.1237936019897461,89,17.89,Good
Zhejiang,Hangzhou,Hangzhou_Station_7,26.677867,116.341216,2023-02-27,20.74,7.19,7.41,708.41,6.66,2.46,0.018998158809021462,0.494296221560199,0.1060116166626686,3.06,22.16,4.49,3.3823809340595763,0.13911056518554688,0.10937786102294922,89,85.84,Excellent
Beijing,Beijing,Beijing_Station_10,26.018802,113.885077,2023-09-28,19.5,7.54,2.36,440.21,2.62,2.21,0.019875911712775814,0.5018640457719924,0.11235270870057056,2.85,23.35,2.29,6.458282414419633,0.4222869873046875,0.11098909378051758,90,18.32,Poor
Shandong,Jinan,Jinan_Station_7,42.79421,101.864811,2023-03-09,21.58,7.04,5.27,509.98,1.93,1.76,0.02270571167847942,0.5583066855209533,0.1115869875492745,3.75,20.03,4.18,0.5332792711617126,0.30853271484375,0.12936019897460938,93,65.54,Poor
Beijing,Beijing,Beijing_Station_2,35.48563,114.087466,2023-04-07,27.25,6.98,10.08,495.12,6.66,1.55,0.01838340434148942,0.5241382320271466,0.10132640759425361,3.03,13.36,3.64,3.778234289537697,0.389862060546875,0.11387157440185547,105,96.94,Moderate
Jiangsu,Nanjing,Nanjing_Station_2,42.092043,108.863069,2023-04-29,23.5,6.6,9.54,484.18,1.13,2.02,0.021422467950191888,0.49854925118066257,0.11671176494543492,2.4,15.23,2.86,10.357589707875865,0.3175048828125,0.0966644287109375,110,82.09,Good
Shandong,Jinan,Jinan_Station_9,44.053356,107.396079,2023-11-12,17.34,7.47,7.19,526.85,6.05,1.54,0.018158245996097198,0.46676137246438726,0.09766929709721463,2.46,12.63,2.72,4.877499183767684,0.21343994140625,0.20575332641601562,102,13.78,Moderate
Zhejiang,Hangzhou,Hangzhou_Station_6,25.794271,105.335204,2023-11-20,21.34,6.91,6.14,559.52,4.22,1.91,0.0225177343163062,0.5400826862716566,0.10233683664661986,3.26,18.44,3.69,7.474512841480948,0.5066375732421875,0.08105659484863281,89,39.31,Moderate
Shandong,Jinan,Jinan_Station_8,36.226275,102.645335,2023-09-28,19.41,6.73,8.99,411.47,0.41,2.76,0.01797649890442055,0.5057006108135835,0.0980021315361332,2.57,23.51,4.41,4.927399973462123,0.580963134765625,0.121612548828125,112,74.39,Excellent
Shandong,Qingdao,Qingdao_Station_5,27.324911,106.013841,2023-07-25,23.26,6.2,6.81,466.55,4.19,2.51,0.021985022821636106,0.5505223814616003,0.1075346824922285,2.92,14.86,3.42,6.9542644816101555,0.432342529296875,0.8606605529785156,113,10.02,Poor
Beijing,Beijing,Beijing_Station_7,26.924279,103.49816,2023-07-26,20.77,7.08,7.57,662.24,7.08,2.86,0.021376729731635933,0.5428034942732193,0.10394915380838206,4.02,23.24,3.9,2.4854838656397584,0.5187530517578125,0.062038421630859375,112,37.83,Moderate
Yunnan,Kunming,Kunming_Station_1,28.380147,116.978547,2023-05-09,22.74,7.51,3.46,533.09,5.73,2.88,0.02218638763683503,0.473868537861117,0.10341433077388498,3.6,21.03,3.54,5.666554769660286,0.741180419921875,0.0013723373413085938,116,24.82,Moderate
Shandong,Jinan,Jinan_Station_3,44.329649,101.195809,2023-07-19,20.67,6.74,5.98,610.96,9.62,2.33,0.02062712929910165,0.527556069106012,0.12388460134818163,3.04,21.58,5.31,3.913161854545919,0.302001953125,0.051143646240234375,105,13.59,Poor
Shandong,Qingdao,Qingdao_Station_10,35.460352,105.330748,2023-07-23,15.67,7.86,7.6,588.97,6.19,3.01,0.02005380114370361,0.49886310682054374,0.112064294072918,2.78,11.99,5.04,5.392601793271118,0.94488525390625,0.07898902893066406,89,51.9,Very Poor
Yunnan,Kunming,Kunming_Station_6,32.060877,118.957094,2023-01-09,26.62,6.39,7.28,449.43,3.83,0.74,0.021174309296978742,0.5008361904074775,0.10311794380729683,2.35,11.13,5.15,1.5820520231156852,0.6380615234375,0.1280345916748047,98,91.62,Poor
Shandong,Qingdao,Qingdao_Station_6,29.699778,115.140667,2023-04-17,21.13,7.23,9.01,719.6,1.01,1.98,0.023314351695015858,0.46958821459540956,0.11068083614631084,3.19,30.87,3.8,4.838285377293655,0.78057861328125,0.159210205078125,110,48.58,Excellent
Shanghai,Shanghai,Shanghai_Station_4,29.315135,109.403213,2023-05-17,9.62,6.71,4.82,313.11,3.16,1.82,0.01917770376184808,0.5192199313665096,0.09777927717235148,2.29,18.13,2.67,3.3311437309683254,0.55352783203125,0.06036186218261719,95,81.04,Poor
Henan,Luoyang,Luoyang_Station_1,30.670354,103.030035,2023-08-11,24.77,6.58,6.98,565.36,24.46,1.68,0.02191010928498321,0.513760064512349,0.09916342068594974,2.98,22.89,3.92,5.488932050829471,0.528167724609375,0.022678375244140625,104,56.7,Poor
Shanghai,Shanghai,Shanghai_Station_4,21.965199,108.878018,2023-06-15,23.75,5.73,8.0,563.12,1.46,1.63,0.019289717389047476,0.4751418652484427,0.11391567005764652,3.12,16.78,4.96,4.1662411464711235,0.112091064453125,0.11097240447998047,107,79.96,Excellent
Jiangsu,Suzhou,Suzhou_Station_7,39.191125,114.21596,2023-10-12,14.8,7.22,5.95,660.65,3.11,1.89,0.020166676612276148,0.48244169084055366,0.10157401307679492,2.95,15.52,2.42,8.136125803894759,0.736053466796875,0.07946205139160156,97,19.89,Very Poor
Beijing,Beijing,Beijing_Station_6,21.7707,110.307389,2023-01-20,22.68,6.78,7.67,524.2,0.31,1.88,0.020356875791213147,0.4702968903721858,0.11172379615386867,4.14,13.99,4.46,5.394497907010798,0.6131591796875,0.07908916473388672,106,23.16,Moderate
Zhejiang,Ningbo,Ningbo_Station_10,21.592084,101.431867,2023-09-16,20.28,8.25,4.87,516.3,5.62,1.65,0.01929646081059125,0.5329723437693676,0.10056512301232937,2.91,19.28,4.47,2.654029391007201,0.698455810546875,0.160186767578125,99,95.9,Good
Hubei,Yichang,Yichang_Station_6,26.333566,110.142936,2023-08-24,22.46,6.52,8.51,553.55,1.23,2.76,0.02006031288491522,0.5423924230148612,0.10221471497410366,2.81,15.41,3.93,9.74438871034364,0.404754638671875,0.12185859680175781,89,61.21,Good
Jiangsu,Suzhou,Suzhou_Station_5,30.974953,112.012315,2023-07-09,17.6,8.22,11.92,632.93,17.18,1.66,0.020004954713700417,0.5140999679271582,0.1029985266250292,2.51,20.62,2.89,3.894975826805545,0.5902099609375,0.09337425231933594,105,25.25,Poor
Guangdong,Shenzhen,Shenzhen_Station_7,39.602441,114.659871,2023-06-03,21.0,6.99,8.27,673.63,8.17,1.49,0.020361710839256822,0.49134908211385175,0.10398526193238798,2.35,19.01,3.27,2.984382834155041,0.76953125,0.1605224609375,102,98.19,Moderate
Henan,Luoyang,Luoyang_Station_1,27.478446,110.348077,2023-03-29,27.5,6.59,9.94,461.59,9.76,1.63,0.01933364687217063,0.5408511201286247,0.10340059728034241,3.43,15.26,4.69,4.124502499895757,0.4190521240234375,0.040160179138183594,104,7.8,Poor
Henan,Luoyang,Luoyang_Station_5,24.69401,106.096341,2023-05-13,21.56,7.55,9.73,509.69,9.43,1.94,0.021308351092863307,0.5079511424081801,0.10101149608688587,3.64,14.51,3.16,5.095938089285614,0.6226043701171875,0.06821823120117188,95,76.66,Moderate
Hubei,Yichang,Yichang_Station_7,21.325568,108.554982,2023-04-23,16.6,7.26,8.39,414.09,6.77,1.81,0.02005044393077456,0.48831326076484494,0.11443655579854688,2.58,16.16,3.96,1.9126063279077514,0.2958221435546875,0.10783576965332031,114,59.73,Excellent
Shandong,Jinan,Jinan_Station_3,26.452075,109.253435,2023-10-26,19.08,7.18,8.2,338.78,3.55,2.37,0.01943089345214536,0.5454201879745386,0.09998051434595752,3.21,19.9,4.19,4.097765448089002,0.7908782958984375,0.09133338928222656,109,9.47,Good
Beijing,Beijing,Beijing_Station_8,43.74403,117.581227,2023-04-12,17.44,7.29,11.39,485.52,1.23,2.15,0.01937865899399162,0.5169088602218805,0.08785069391278835,3.29,29.1,1.72,7.087664738313474,0.54559326171875,0.046146392822265625,109,40.92,Good
Jiangsu,Nanjing,Nanjing_Station_10,29.452695,124.299863,2023-12-18,13.64,7.43,9.8,532.99,8.25,2.49,0.019323815432541632,0.4350677043176403,0.101093769851461,3.88,26.49,3.47,3.409555284276753,0.673095703125,0.018342018127441406,91,3.61,Excellent
Zhejiang,Ningbo,Ningbo_Station_3,22.498424,101.672285,2023-04-17,25.73,6.83,7.73,521.15,1.54,1.68,0.01919869427153743,0.5273826732195198,0.10541602506843359,3.2,26.91,3.16,3.5411369655795344,0.595458984375,0.1293621063232422,82,4.58,Moderate
Sichuan,Mianyang,Mianyang_Station_5,38.741776,120.346756,2023-03-14,19.29,6.53,10.69,489.84,5.69,1.78,0.018714047998306057,0.4724854905361698,0.10206529842015663,3.5,15.33,4.65,4.08172375450419,0.1088104248046875,0.07857513427734375,97,51.68,Moderate
Guangdong,Shenzhen,Shenzhen_Station_4,42.611728,112.864286,2023-12-03,22.65,8.61,8.66,523.56,3.77,1.74,0.021394199429832856,0.5013103125517134,0.10280666711083351,3.08,17.87,3.69,4.686637379032519,0.55889892578125,0.06517982482910156,94,75.98,Good
Henan,Zhengzhou,Zhengzhou_Station_9,28.662531,103.074141,2023-11-21,10.37,7.12,7.38,493.93,5.43,2.7,0.020673643257693677,0.5357589916310922,0.105259607107776,3.27,26.08,2.17,2.1377586876762,0.572296142578125,0.08099174499511719,108,86.27,Very Poor
Zhejiang,Ningbo,Ningbo_Station_10,42.47474,111.044937,2023-10-21,16.97,8.27,7.92,483.82,5.12,1.96,0.022179623643474228,0.5354581719610787,0.11385241560815487,3.1,22.46,3.9,4.539714110356199,0.514739990234375,0.028171539306640625,91,54.52,Excellent
Jiangsu,Nanjing,Nanjing_Station_9,31.388048,105.554672,2023-05-07,22.35,6.78,5.28,377.87,0.06,1.56,0.021832804732887928,0.4915151360316672,0.09438171206283888,2.84,17.21,3.81,4.496132382373089,0.6046142578125,0.12996864318847656,96,0.61,Very Poor
Beijing,Beijing,Beijing_Station_5,28.977677,104.567601,2023-11-22,19.85,6.28,12.62,385.98,7.39,1.46,0.02150871568999845,0.5320047689715326,0.1075822004805024,3.48,16.09,4.01,2.4180131003307856,0.389556884765625,0.06927490234375,106,48.59,Good
Hubei,Wuhan,Wuhan_Station_9,34.716816,103.464574,2023-02-26,21.47,7.64,7.67,481.77,9.98,2.93,0.019590927992661156,0.48969383848029513,0.10190376136772965,2.52,22.57,4.28,4.124959488053024,0.610626220703125,0.15222930908203125,88,91.12,Excellent
Hubei,Wuhan,Wuhan_Station_7,24.8965,102.675352,2023-01-17,24.31,6.71,8.54,486.83,12.29,1.76,0.02098424247131997,0.5108989557046583,0.10336222731548428,3.39,10.97,4.66,10.312309407795537,0.7553558349609375,0.17705726623535156,115,0.84,Moderate
Shanghai,Shanghai,Shanghai_Station_1,30.913698,111.450753,2023-01-05,27.29,7.54,11.9,522.16,1.95,2.21,0.020068493826101017,0.5140842548763795,0.1014680121635579,1.37,14.0,3.61,5.268284849006472,0.2498626708984375,0.0787506103515625,83,31.7,Very Poor
Sichuan,Chengdu,Chengdu_Station_5,23.148606,124.86132,2023-10-12,17.06,6.34,11.41,592.31,5.18,1.82,0.02117203682042607,0.5400564807944337,0.1018065561448303,4.11,26.36,3.5,2.291797250436498,0.4345245361328125,0.11213111877441406,98,50.41,Excellent
Beijing,Beijing,Beijing_Station_1,32.859623,110.854562,2023-08-22,23.96,7.27,6.76,434.99,7.11,1.53,0.019986297249151967,0.5085173255219617,0.09791272056620921,3.33,25.62,3.35,4.5843592296421285,0.1427154541015625,0.1498088836669922,96,46.36,Excellent
Sichuan,Chengdu,Chengdu_Station_3,23.587475,114.097508,2023-04-04,17.08,7.72,7.74,381.88,15.08,1.71,0.019122300546468865,0.5140307952169217,0.10251213261373011,2.82,17.27,4.48,1.9634605690632156,0.34592437744140625,0.0885934829711914,104,60.64,Excellent
Beijing,Beijing,Beijing_Station_10,43.94815,113.848343,2023-03-30,6.64,8.48,8.38,441.1,2.82,2.85,0.019568246798985334,0.48712805220445216,0.09634608274964038,2.83,17.58,4.77,8.503765861580348,0.674102783203125,0.13968467712402344,112,34.51,Poor
Sichuan,Chengdu,Chengdu_Station_3,32.675651,100.95275,2023-07-18,17.45,7.32,5.24,482.47,12.26,1.32,0.021222371744120547,0.48679421617979096,0.10155628090251467,2.92,22.66,2.78,7.212191795208894,0.62115478515625,0.12201309204101562,85,62.43,Poor
Sichuan,Mianyang,Mianyang_Station_7,22.644238,113.014116,2023-07-13,21.96,7.39,8.93,373.55,0.48,1.61,0.019694857246841193,0.5017114167583332,0.10293613458173494,2.62,21.49,4.19,5.203492438640649,0.11977386474609375,0.20132732391357422,104,63.63,Moderate
Guangdong,Shenzhen,Shenzhen_Station_9,29.382596,114.040017,2023-07-14,24.07,7.72,4.19,513.9,5.16,2.11,0.02245221020264012,0.48860103612174255,0.11479321499499937,3.72,19.06,3.62,2.7490910543466254,0.14533233642578125,0.07912254333496094,96,19.8,Poor
Guangdong,Guangzhou,Guangzhou_Station_2,39.807542,101.320815,2023-07-24,25.46,6.7,6.97,393.57,0.34,3.05,0.020461184065142673,0.4922566572615753,0.10779032476584283,2.64,17.9,3.72,4.674447507984229,0.50286865234375,0.041545867919921875,91,57.32,Moderate
Zhejiang,Hangzhou,Hangzhou_Station_2,41.906545,118.355682,2023-11-20,16.24,8.14,9.11,348.06,6.31,2.04,0.021883090214698763,0.5273064558794817,0.09442058993789176,1.97,23.07,3.3,5.476146935736402,0.519775390625,0.08876991271972656,104,51.97,Moderate
Shanghai,Shanghai,Shanghai_Station_10,29.737419,121.349445,2023-11-07,29.24,7.13,7.65,493.31,1.31,1.63,0.018786854913724813,0.49223277124211057,0.10236560866089446,3.5,20.79,4.51,37.49598501400426,0.43515777587890625,0.046056270599365234,97,88.73,Poor
Shandong,Qingdao,Qingdao_Station_1,21.089564,100.211401,2023-10-11,29.11,7.22,9.06,392.35,10.68,1.57,0.020834679892603666,0.5284274162037588,0.0899890753199634,3.32,14.46,4.38,6.504618326785899,0.56732177734375,0.04866790771484375,97,31.85,Good
Hubei,Wuhan,Wuhan_Station_7,36.612784,121.552766,2023-04-04,20.58,7.1,7.85,388.99,1.92,1.45,0.01835468471524481,0.5143753312480316,0.09672819959258536,3.32,14.35,5.21,2.2148847787592105,0.7908477783203125,0.0612945556640625,105,70.47,Good
Beijing,Beijing,Beijing_Station_9,27.024393,111.871482,2023-06-16,14.94,6.95,6.87,429.08,0.33,1.56,0.020965547223866177,0.5272781429566743,0.11082706812709216,2.69,17.72,5.0,4.657958898433338,0.5691680908203125,0.0305328369140625,98,82.46,Good
Beijing,Beijing,Beijing_Station_2,25.013903,112.788713,2023-07-21,25.02,7.12,10.57,505.69,15.18,3.25,0.02035116119300357,0.5079976709553519,0.11112533096741076,3.43,23.53,5.07,7.017052679793865,0.4962921142578125,0.06676769256591797,91,80.43,Good
Beijing,Beijing,Beijing_Station_9,29.746512,103.471939,2023-04-14,23.25,7.69,9.49,591.6,7.26,2.05,0.02128248602662638,0.5246451027320376,0.10345516623999484,3.13,26.53,1.97,5.671607935022176,0.530731201171875,0.021970748901367188,102,92.26,Very Poor
Sichuan,Mianyang,Mianyang_Station_9,37.869371,107.561073,2023-05-30,26.04,8.31,6.67,490.31,10.7,2.54,0.020780217874640534,0.4973753174798842,0.10063776284198844,2.33,20.54,4.2,1.4698206875983142,0.424346923828125,0.16878700256347656,90,66.3,Excellent
Yunnan,Kunming,Kunming_Station_10,44.308409,105.810302,2023-06-27,14.93,6.9,5.87,563.51,3.56,2.21,0.018267599568720552,0.480063552796341,0.09673173831823854,2.96,21.03,2.63,7.078366743756401,0.546234130859375,0.05837440490722656,117,62.62,Excellent
Beijing,Beijing,Beijing_Station_7,44.816549,105.04423,2023-04-27,13.03,7.89,5.14,568.31,2.37,2.55,0.01803943807739567,0.49460030216260364,0.09816978603522196,2.66,16.01,5.24,5.906947878775434,0.17388916015625,0.081451416015625,116,72.07,Good
Sichuan,Mianyang,Mianyang_Station_5,28.557038,120.465231,2023-03-11,25.57,7.56,8.24,523.07,1.79,1.4,0.01903666402956206,0.5048254831359853,0.10964906555259295,3.36,22.42,5.71,5.797249251567184,0.69805908203125,0.053856849670410156,95,16.34,Excellent
Jiangsu,Nanjing,Nanjing_Station_7,25.627108,112.307023,2023-01-02,19.93,6.0,9.46,580.95,1.18,1.78,0.02092151616340754,0.5143574497472639,0.11119957878629796,3.93,15.95,4.63,4.856377145048586,0.6266860961914062,0.03168296813964844,103,41.17,Moderate
Henan,Luoyang,Luoyang_Station_8,25.90229,114.746142,2023-01-30,14.57,6.78,3.25,452.46,0.98,0.91,0.019020328837017913,0.5028707039766172,0.10994147705028214,4.13,22.97,5.3,4.327379561054004,0.45128631591796875,0.12065887451171875,101,24.58,Good
Guangdong,Shenzhen,Shenzhen_Station_7,36.019743,123.793593,2023-02-07,17.73,6.56,8.67,508.14,4.08,1.73,0.020056219909063037,0.5200322113926327,0.0947184565220906,2.91,13.74,3.42,4.431950597609739,0.340301513671875,0.10399055480957031,119,55.83,Poor
Zhejiang,Ningbo,Ningbo_Station_6,35.932602,116.470614,2023-08-11,20.79,6.56,8.32,633.94,10.28,1.68,0.020537930803561696,0.5163445972326335,0.11253917386701916,2.93,23.26,5.27,6.545506597032096,0.6565704345703125,0.1408224105834961,94,54.9,Very Poor
Jiangsu,Nanjing,Nanjing_Station_3,44.705163,110.917815,2023-07-23,20.97,6.95,6.97,325.66,1.03,1.83,0.01967735650183934,0.5375444244358735,0.10951188196718604,2.4,14.12,2.04,6.387017903265954,0.4752197265625,0.13983917236328125,100,78.21,Excellent
Guangdong,Shenzhen,Shenzhen_Station_10,41.951725,115.837409,2023-11-20,12.34,7.19,8.69,622.25,3.66,2.32,0.020781677163361933,0.5072979079171381,0.09268158535888393,2.09,19.2,4.01,4.8745622622007865,0.223876953125,0.11597824096679688,97,76.25,Very Poor
Guangdong,Guangzhou,Guangzhou_Station_6,34.257762,112.280138,2023-03-28,25.87,6.61,9.09,511.4,5.21,2.04,0.017747349262830843,0.5201973371376417,0.09635132385092784,3.16,23.02,5.91,6.037910777474133,0.6917572021484375,0.1289234161376953,117,4.3,Good
Henan,Zhengzhou,Zhengzhou_Station_10,42.955073,103.21048,2023-01-29,27.07,6.43,9.21,444.14,1.24,2.0,0.022884883476109685,0.5518493120094458,0.10759781065188975,2.8,27.93,3.18,8.04354623511753,0.55023193359375,0.14029884338378906,95,13.14,Very Poor
Henan,Zhengzhou,Zhengzhou_Station_1,32.045462,111.614178,2023-10-18,27.77,7.89,6.85,557.78,1.72,1.86,0.019616432351218186,0.5137604541955667,0.09701394069488847,3.58,23.16,3.13,4.264910914094795,0.3224639892578125,0.06182289123535156,102,85.74,Excellent
Shandong,Jinan,Jinan_Station_4,42.101829,104.842441,2023-02-17,24.95,7.64,9.28,418.8,2.14,1.64,0.022778246618372598,0.5003575608699287,0.10618151258441558,3.07,18.26,4.58,5.578003229923529,0.605438232421875,0.1098785400390625,90,99.39,Good
Sichuan,Mianyang,Mianyang_Station_4,28.616433,108.361374,2023-04-07,23.77,7.18,6.24,552.89,0.13,2.17,0.019369631612768883,0.5285887572703758,0.09870162968782911,3.36,19.56,2.57,4.581971551494386,0.2835235595703125,0.08002662658691406,114,63.24,Good
Henan,Luoyang,Luoyang_Station_10,33.858158,102.597988,2023-11-14,20.12,7.41,7.04,592.3,18.88,2.1,0.020177881025987263,0.47321795953400897,0.09749819831771854,2.22,15.34,4.18,3.3591302330496933,0.50140380859375,0.11327552795410156,101,13.92,Good
Henan,Luoyang,Luoyang_Station_10,25.583382,113.603605,2023-04-15,21.72,7.0,7.3,582.47,3.92,2.94,0.019795856276992065,0.5040190967624806,0.11172242065681277,2.98,16.14,3.98,6.753822002934394,0.36119842529296875,0.11179876327514648,98,81.52,Poor
Shanghai,Shanghai,Shanghai_Station_9,39.552138,123.078276,2023-04-24,21.64,6.65,11.2,329.92,1.15,2.8,0.019295262224121385,0.49608791457653045,0.09936412370593155,3.03,22.38,4.19,5.671274630524009,0.5789794921875,0.18753623962402344,87,81.03,Good
Hubei,Yichang,Yichang_Station_4,29.203637,122.711877,2023-08-24,15.91,7.41,7.33,571.47,8.69,1.79,0.018836226814302557,0.4675431869647882,0.10163342388449252,3.33,17.69,5.34,6.602640292941683,0.7308731079101562,0.15005016326904297,89,84.42,Very Poor
Sichuan,Chengdu,Chengdu_Station_6,22.467036,119.134928,2023-03-07,18.52,7.27,4.98,391.15,2.13,1.09,0.022270096229346406,0.48914441422725524,0.09773027040384732,2.42,23.31,4.05,0.7798121169197024,0.5077400207519531,0.10711956024169922,101,18.07,Poor
Beijing,Beijing,Beijing_Station_10,28.833811,118.154036,2023-10-04,20.25,7.38,8.52,486.53,4.91,3.32,0.022084566403829137,0.487104682841507,0.10281311441611182,3.91,23.36,3.66,6.939018770402837,0.8601531982421875,0.05907249450683594,101,79.59,Good
Yunnan,Kunming,Kunming_Station_7,40.776061,122.676344,2023-04-14,26.92,7.15,8.27,379.96,7.28,1.8,0.020104082629002647,0.4797567955413955,0.10522834477933463,2.91,19.28,3.6,3.9400058131319375,0.703643798828125,0.11236763000488281,98,16.65,Good
Hubei,Wuhan,Wuhan_Station_7,41.580337,109.858512,2023-11-08,16.84,6.8,11.31,334.95,1.67,1.7,0.022752897671889757,0.5156391380854524,0.11714136069437044,3.12,23.16,3.38,3.04063263136354,0.76007080078125,0.10416221618652344,94,32.93,Very Poor
Henan,Zhengzhou,Zhengzhou_Station_3,20.280775,124.983475,2023-11-24,17.87,6.64,7.94,390.69,13.45,1.93,0.02080289267718382,0.5051051969343093,0.09663178297578161,3.45,19.7,4.4,411.11335388010855,0.520355224609375,0.19759654998779297,90,9.23,Moderate
Henan,Luoyang,Luoyang_Station_8,24.343659,120.846018,2023-08-10,29.92,6.39,8.6,412.23,11.17,1.43,0.023439849695043837,0.49873067458862713,0.10983100419286121,2.9,15.53,4.77,8.587049355499397,0.762603759765625,0.20457696914672852,109,70.85,Very Poor
Shanghai,Shanghai,Shanghai_Station_2,21.303562,106.591076,2023-12-03,16.66,7.38,8.59,485.16,0.13,1.95,0.01997497703464646,0.5204102622045494,0.1088753391636581,3.21,8.68,6.05,7.650014060723907,0.1903228759765625,0.12248802185058594,108,19.84,Very Poor
Henan,Luoyang,Luoyang_Station_4,44.400392,112.887108,2023-04-10,15.56,7.48,3.88,492.22,3.54,2.65,0.01955549429758389,0.5107472261978231,0.10692879652880798,3.93,28.87,5.39,4.582407985405981,0.745025634765625,0.11164283752441406,86,41.65,Excellent
Sichuan,Chengdu,Chengdu_Station_10,41.432614,114.260869,2023-10-24,25.21,7.74,8.11,374.46,1.62,2.82,0.021249407280272827,0.4810790140502314,0.0981150076186149,2.25,24.32,4.03,5.9725245133801526,0.0821533203125,0.1413097381591797,90,56.66,Good
Jiangsu,Nanjing,Nanjing_Station_3,34.842963,112.090805,2023-07-11,14.75,7.14,9.08,512.13,19.15,2.06,0.017600874414193862,0.5136221173066426,0.0974218382899376,4.05,15.17,3.57,6.116276533596174,0.951263427734375,0.08129501342773438,98,22.51,Very Poor
Shandong,Qingdao,Qingdao_Station_1,43.235486,117.386527,2023-03-02,19.92,7.16,5.01,517.42,3.61,1.61,0.020062802129799814,0.5161049249821151,0.08771148574413372,3.22,17.86,3.43,6.784594875388088,0.538482666015625,0.2015514373779297,116,81.32,Moderate
Jiangsu,Nanjing,Nanjing_Station_1,31.64575,118.512501,2023-01-19,18.11,6.43,9.21,407.78,5.67,2.92,0.022285058337611605,0.5001317336656265,0.10299854827945576,2.79,12.43,3.77,2.728649073610146,0.71868896484375,0.16259098052978516,106,66.22,Moderate
Guangdong,Guangzhou,Guangzhou_Station_6,20.690389,107.813618,2023-05-15,22.63,6.92,10.18,334.5,6.93,1.93,0.021427785382401348,0.5247136250711008,0.11426492891495374,3.57,13.44,4.92,4.974833103769727,0.5093994140625,0.051110267639160156,100,10.56,Very Poor
Shanghai,Shanghai,Shanghai_Station_2,38.3505,106.180777,2023-10-16,15.04,7.11,8.85,445.44,6.95,2.24,0.02154585455651445,0.5198363541999408,0.0969140637019618,2.02,21.06,5.93,6.9461222987933215,0.754974365234375,0.06288337707519531,84,3.2,Very Poor
Yunnan,Dali,Dali_Station_4,44.794989,123.733072,2023-11-25,25.7,7.0,8.07,413.13,0.87,1.61,0.023242843590022055,0.5374896494435546,0.09353842115799227,3.69,22.18,3.54,4.541385481276711,0.243316650390625,0.09673881530761719,106,74.11,Excellent
Shanghai,Shanghai,Shanghai_Station_6,43.184093,109.99606,2023-03-13,18.62,7.05,9.81,518.6,4.05,1.17,0.020965777917082692,0.5341057139181835,0.11227842804347316,3.67,16.05,2.66,2.7170869838193874,0.64483642578125,0.08309555053710938,92,99.9,Moderate
Beijing,Beijing,Beijing_Station_5,20.468447,105.591912,2023-06-20,15.98,6.1,10.18,455.56,1.87,1.79,0.021848511602065086,0.5554967795071426,0.10521443048490296,2.26,13.91,4.74,2.3775199436514365,0.6631011962890625,0.0209808349609375,100,26.66,Very Poor
Beijing,Beijing,Beijing_Station_1,39.05503,110.167043,2023-07-18,27.67,7.53,8.77,388.63,20.11,1.99,0.022255609443203365,0.4963824547858734,0.10151221005843011,2.61,19.94,3.61,5.285050769372385,0.51129150390625,0.18667221069335938,99,36.13,Good
Guangdong,Shenzhen,Shenzhen_Station_3,27.304983,113.137337,2023-07-16,22.88,6.61,8.96,376.67,1.64,2.26,0.021422590363560954,0.5094826614518421,0.11522423477331697,3.62,18.38,4.3,8.518868925183813,0.35628509521484375,0.10047149658203125,102,54.01,Moderate
Sichuan,Mianyang,Mianyang_Station_7,42.441186,116.024779,2023-07-21,26.6,7.67,10.4,615.98,0.58,2.25,0.020509791743065508,0.5030828282494947,0.08891295527579274,2.89,18.68,4.04,10.99458546831147,0.420562744140625,0.01654052734375,72,9.49,Poor
Henan,Zhengzhou,Zhengzhou_Station_2,44.764598,109.210048,2023-05-25,25.33,7.11,9.52,544.53,0.74,1.46,0.01875167572982339,0.5026865626319881,0.09806392073059225,2.98,21.46,3.88,4.797750573853714,0.574127197265625,0.06743049621582031,96,67.13,Good
